,date,latitude,longitude,year,month,week,dayofweek
66,2011-08-29,42.3912383333333,-88.0964683333333,2011,8,35,0
67,2011-08-29,42.3909516666667,-88.0964366666667,2011,8,35,0
68,2011-08-29,42.3906416666667,-88.09644,2011,8,35,0
69,2011-08-29,42.390335,-88.0964433333333,2011,8,35,0
70,2011-08-29,42.3900483333333,-88.096435,2011,8,35,0
71,2011-08-29,42.38987,-88.0962583333333,2011,8,35,0
72,2011-08-29,42.3898666666667,-88.0958783333333,2011,8,35,0
73,2011-08-29,42.3898583333333,-88.0954866666667,2011,8,35,0
74,2011-08-29,42.389855,-88.09508,2011,8,35,0
75,2011-08-29,42.3898433333333,-88.0946666666667,2011,8,35,0
76,2011-08-29,42.389835,-88.0942183333333,2011,8,35,0
77,2011-08-29,42.3897116666667,-88.09391,2011,8,35,0
78,2011-08-29,42.38946,-88.093895,2011,8,35,0
79,2011-08-29,42.3897216666667,-88.0938333333333,2011,8,35,0
80,2011-08-29,42.3898566666667,-88.094905,2011,8,35,0
81,2011-08-29,42.3900666666667,-88.095155,2011,8,35,0
82,2011-08-29,42.39057,-88.0951433333333,2011,8,35,0
83,2011-08-29,42.3909533333333,-88.095145,2011,8,35,0
84,2011-08-29,42.391225,-88.0951533333333,2011,8,35,0
85,2011-08-29,42.3915316666667,-88.095155,2011,8,35,0
86,2011-08-29,42.391855,-88.0951716666667,2011,8,35,0
87,2011-08-29,42.3929883333333,-88.09497,2011,8,35,0
88,2011-08-29,42.3930533333333,-88.094515,2011,8,35,0
89,2011-08-29,42.3930933333333,-88.094055,2011,8,35,0
90,2011-08-29,42.3929016666667,-88.0938533333333,2011,8,35,0
91,2011-08-29,42.3925866666667,-88.0938666666667,2011,8,35,0
92,2011-08-29,42.3923083333333,-88.0938733333333,2011,8,35,0
93,2011-08-29,42.3921833333333,-88.0937666666667,2011,8,35,0
94,2011-08-29,42.3925083333333,-88.0938466666667,2011,8,35,0
95,2011-09-07,41.9814333333333,-87.7877766666667,2011,9,36,2
96,2011-09-07,41.9809983333333,-87.7877783333333,2011,9,36,2
97,2011-09-07,41.98056,-87.7877616666667,2011,9,36,2
98,2011-09-07,41.9801983333333,-87.7877583333333,2011,9,36,2
99,2011-09-07,41.9797516666667,-87.787765,2011,9,36,2
100,2011-09-07,41.9793516666667,-87.7877533333333,2011,9,36,2
101,2011-09-07,41.97885,-87.7877633333333,2011,9,36,2
102,2011-09-07,41.9783983333333,-87.7877733333333,2011,9,36,2
103,2011-09-07,41.97799,-87.78776,2011,9,36,2
104,2011-09-07,41.977495,-87.7877783333333,2011,9,36,2
105,2011-09-07,41.9753733333333,-87.7878366666667,2011,9,36,2
106,2011-09-07,41.9748233333333,-87.7878416666667,2011,9,36,2
107,2011-09-07,41.9742833333333,-87.7878666666667,2011,9,36,2
108,2011-09-07,41.97381,-87.78788,2011,9,36,2
109,2011-09-07,41.9733533333333,-87.78788,2011,9,36,2
110,2011-09-07,41.972905,-87.7878933333333,2011,9,36,2
111,2011-09-07,41.9724466666667,-87.7878933333333,2011,9,36,2
112,2011-09-07,41.9719183333333,-87.7879216666667,2011,9,36,2
113,2011-09-07,41.9713833333333,-87.7879283333333,2011,9,36,2
114,2011-09-07,41.9708983333333,-87.78792,2011,9,36,2
115,2011-09-07,41.9704,-87.7879466666667,2011,9,36,2
116,2011-09-07,41.96987,-87.7879616666667,2011,9,36,2
117,2011-09-07,41.96934,-87.7879783333333,2011,9,36,2
118,2011-09-07,41.9685533333333,-87.788695,2011,9,36,2
119,2011-09-07,41.9685566666667,-87.7891083333333,2011,9,36,2
120,2011-09-07,41.9687633333333,-87.7891483333333,2011,9,36,2
121,2011-09-07,41.9688666666667,-87.789165,2011,9,36,2
122,2011-09-07,41.969145,-87.7891766666667,2011,9,36,2
123,2011-09-07,41.9694216666667,-87.7892016666667,2011,9,36,2
124,2011-09-07,41.9696916666667,-87.7892033333333,2011,9,36,2
125,2011-09-07,41.9702533333333,-87.7892466666667,2011,9,36,2
126,2011-09-07,41.9706483333333,-87.7892433333333,2011,9,36,2
127,2011-09-07,41.9709966666667,-87.7892333333333,2011,9,36,2
128,2011-09-07,41.9713833333333,-87.789225,2011,9,36,2
129,2011-09-07,41.97171,-87.7892266666667,2011,9,36,2
130,2011-09-07,41.972065,-87.7892483333333,2011,9,36,2
131,2011-09-07,41.972455,-87.7892433333333,2011,9,36,2
132,2011-09-07,41.97281,-87.7892466666667,2011,9,36,2
133,2011-09-07,41.9731466666667,-87.7892366666667,2011,9,36,2
134,2011-09-07,41.9734183333333,-87.7892183333333,2011,9,36,2
135,2011-09-07,41.9741016666667,-87.7892283333333,2011,9,36,2
136,2011-09-07,41.9745866666667,-87.7892166666667,2011,9,36,2
137,2011-09-07,41.9749483333333,-87.7892083333333,2011,9,36,2
138,2011-09-07,41.9754666666667,-87.7891733333333,2011,9,36,2
139,2011-09-07,41.9759533333333,-87.78916,2011,9,36,2
140,2011-09-07,41.9764283333333,-87.7891383333333,2011,9,36,2
141,2011-09-07,41.9768066666667,-87.7891483333333,2011,9,36,2
142,2011-09-07,41.9771966666667,-87.78914,2011,9,36,2
143,2011-09-07,41.9775283333333,-87.7891566666667,2011,9,36,2
144,2011-09-07,41.9779583333333,-87.7891516666667,2011,9,36,2
145,2011-09-07,41.97835,-87.7891633333333,2011,9,36,2
146,2011-09-07,41.978745,-87.7891433333333,2011,9,36,2
147,2011-09-07,41.97916,-87.7891316666667,2011,9,36,2
148,2011-09-07,41.9799,-87.789125,2011,9,36,2
149,2011-09-07,41.9804133333333,-87.7891183333333,2011,9,36,2
150,2011-09-07,41.980715,-87.7897016666667,2011,9,36,2
151,2011-09-07,41.9807516666667,-87.79012,2011,9,36,2
152,2011-09-07,41.980585,-87.7902266666667,2011,9,36,2
153,2011-09-07,41.9802516666667,-87.7902133333333,2011,9,36,2
154,2011-09-07,41.97995,-87.7902183333333,2011,9,36,2
155,2011-09-07,41.9795966666667,-87.7902083333333,2011,9,36,2
156,2011-09-07,41.9793116666667,-87.790195,2011,9,36,2
157,2011-09-07,41.979005,-87.7902033333333,2011,9,36,2
158,2011-09-07,41.9786366666667,-87.7902016666667,2011,9,36,2
159,2011-09-07,41.9783316666667,-87.7901983333333,2011,9,36,2
160,2011-09-07,41.97771,-87.790205,2011,9,36,2
161,2011-09-07,41.9773433333333,-87.7902133333333,2011,9,36,2
162,2011-09-07,41.9771066666667,-87.7902366666667,2011,9,36,2
163,2011-09-07,41.9767066666667,-87.7902233333333,2011,9,36,2
164,2011-09-07,41.9762983333333,-87.79024,2011,9,36,2
165,2011-09-07,41.975905,-87.7902516666667,2011,9,36,2
166,2011-09-07,41.9755883333333,-87.7902416666667,2011,9,36,2
167,2011-09-07,41.97526,-87.790225,2011,9,36,2
168,2011-09-07,41.9748033333333,-87.7902466666667,2011,9,36,2
169,2011-09-07,41.97428,-87.7902433333333,2011,9,36,2
170,2011-09-07,41.973785,-87.790255,2011,9,36,2
171,2011-09-07,41.973175,-87.7902683333333,2011,9,36,2
172,2011-09-07,41.972635,-87.79028,2011,9,36,2
173,2011-09-07,41.9722583333333,-87.7902966666667,2011,9,36,2
174,2011-09-07,41.9717033333333,-87.7903133333333,2011,9,36,2
175,2011-09-07,41.97111,-87.7903216666667,2011,9,36,2
176,2011-09-07,41.9706166666667,-87.79034,2011,9,36,2
177,2011-09-07,41.970415,-87.7904883333333,2011,9,36,2
178,2011-09-07,41.9708983333333,-87.7915066666667,2011,9,36,2
179,2011-09-07,41.971325,-87.7915033333333,2011,9,36,2
180,2011-09-07,41.9717933333333,-87.791505,2011,9,36,2
181,2011-09-07,41.9722316666667,-87.7915216666667,2011,9,36,2
182,2011-09-07,41.9727233333333,-87.791525,2011,9,36,2
183,2011-09-07,41.9732383333333,-87.7915283333333,2011,9,36,2
184,2011-09-07,41.973685,-87.7915333333333,2011,9,36,2
185,2011-09-07,41.9742433333333,-87.791545,2011,9,36,2
186,2011-09-07,41.9747316666667,-87.79154,2011,9,36,2
187,2011-09-07,41.9752316666667,-87.791545,2011,9,36,2
188,2011-09-07,41.9756833333333,-87.7915766666667,2011,9,36,2
189,2011-09-07,41.976125,-87.7915966666667,2011,9,36,2
190,2011-09-07,41.97661,-87.79159,2011,9,36,2
191,2011-09-07,41.9770616666667,-87.791575,2011,9,36,2
192,2011-09-07,41.9774516666667,-87.7915616666667,2011,9,36,2
193,2011-09-07,41.9779366666667,-87.7915466666667,2011,9,36,2
194,2011-09-07,41.9784333333333,-87.7915366666667,2011,9,36,2
195,2011-09-07,41.97887,-87.7915283333333,2011,9,36,2
196,2011-09-07,41.978985,-87.79125,2011,9,36,2
197,2011-09-07,41.9790033333333,-87.7907383333333,2011,9,36,2
198,2011-09-07,41.9792083333333,-87.79035,2011,9,36,2
199,2011-09-07,41.9796983333333,-87.7903416666667,2011,9,36,2
200,2011-09-07,41.9801883333333,-87.790335,2011,9,36,2
201,2011-09-07,41.9806566666667,-87.7903283333333,2011,9,36,2
202,2011-09-07,41.980805,-87.7907416666667,2011,9,36,2
203,2011-09-07,41.9808216666667,-87.791435,2011,9,36,2
204,2011-09-07,41.9808416666667,-87.7920583333333,2011,9,36,2
205,2011-09-07,41.980405,-87.7926283333333,2011,9,36,2
206,2011-09-07,41.9776616666667,-87.7926816666667,2011,9,36,2
207,2011-09-07,41.9771,-87.79268,2011,9,36,2
208,2011-09-07,41.9765466666667,-87.7926883333333,2011,9,36,2
209,2011-09-07,41.9759966666667,-87.7927083333333,2011,9,36,2
210,2011-09-07,41.9755866666667,-87.79271,2011,9,36,2
211,2011-09-07,41.9751316666667,-87.7927016666667,2011,9,36,2
212,2011-09-07,41.9747116666667,-87.792675,2011,9,36,2
213,2011-09-07,41.97419,-87.79271,2011,9,36,2
214,2011-09-07,41.9737,-87.792705,2011,9,36,2
215,2011-09-07,41.9731483333333,-87.79272,2011,9,36,2
216,2011-09-07,41.9726283333333,-87.7927333333333,2011,9,36,2
217,2011-09-07,41.9722033333333,-87.79274,2011,9,36,2
218,2011-09-07,41.9716916666667,-87.79276,2011,9,36,2
219,2011-09-07,41.9711233333333,-87.7927666666667,2011,9,36,2
220,2011-09-07,41.970625,-87.7927816666667,2011,9,36,2
221,2011-09-07,41.9701266666667,-87.7928,2011,9,36,2
222,2011-09-07,41.969605,-87.7927916666667,2011,9,36,2
223,2011-09-07,41.969055,-87.79281,2011,9,36,2
224,2011-09-07,41.968615,-87.7930466666667,2011,9,36,2
225,2011-09-07,41.96859,-87.7938466666667,2011,9,36,2
226,2011-09-07,41.9687816666667,-87.7940166666667,2011,9,36,2
227,2011-09-07,41.9692383333333,-87.79403,2011,9,36,2
228,2011-09-07,41.9697216666667,-87.7940166666667,2011,9,36,2
229,2011-09-07,41.9701716666667,-87.794005,2011,9,36,2
230,2011-09-07,41.970575,-87.794015,2011,9,36,2
231,2011-09-07,41.971,-87.7940183333333,2011,9,36,2
232,2011-09-07,41.971445,-87.79401,2011,9,36,2
233,2011-09-07,41.971885,-87.7940033333333,2011,9,36,2
234,2011-09-07,41.9724416666667,-87.79401,2011,9,36,2
235,2011-09-07,41.9730433333333,-87.7939883333333,2011,9,36,2
236,2011-09-07,41.9741016666667,-87.7939733333333,2011,9,36,2
237,2011-09-07,41.97469,-87.79396,2011,9,36,2
238,2011-09-07,41.9751516666667,-87.7939533333333,2011,9,36,2
239,2011-09-07,41.975585,-87.7939516666667,2011,9,36,2
240,2011-09-07,41.97613,-87.7939433333333,2011,9,36,2
241,2011-09-07,41.97662,-87.7939266666667,2011,9,36,2
242,2011-09-07,41.97707,-87.7939166666667,2011,9,36,2
243,2011-09-07,41.9776633333333,-87.7939116666667,2011,9,36,2
244,2011-09-07,41.9781366666667,-87.7939016666667,2011,9,36,2
245,2011-09-07,41.9787166666667,-87.7939116666667,2011,9,36,2
246,2011-09-07,41.979255,-87.7939016666667,2011,9,36,2
247,2011-09-07,41.9797983333333,-87.7938983333333,2011,9,36,2
248,2011-09-07,41.97803,-87.7950816666667,2011,9,36,2
249,2011-09-07,41.9775216666667,-87.7950933333333,2011,9,36,2
250,2011-09-07,41.9770283333333,-87.7951066666667,2011,9,36,2
251,2011-09-07,41.976615,-87.7951133333333,2011,9,36,2
252,2011-09-07,41.9762866666667,-87.7951216666667,2011,9,36,2
253,2011-09-07,41.97585,-87.7951416666667,2011,9,36,2
254,2011-09-07,41.9755066666667,-87.79513,2011,9,36,2
255,2011-09-07,41.9750633333333,-87.7951033333333,2011,9,36,2
256,2011-09-07,41.9745266666667,-87.795105,2011,9,36,2
257,2011-09-07,41.9740383333333,-87.7951033333333,2011,9,36,2
258,2011-09-07,41.97354,-87.79512,2011,9,36,2
259,2011-09-07,41.9729916666667,-87.7951316666667,2011,9,36,2
260,2011-09-07,41.972425,-87.7951466666667,2011,9,36,2
261,2011-09-07,41.9718583333333,-87.7951583333333,2011,9,36,2
262,2011-09-07,41.97137,-87.7951716666667,2011,9,36,2
263,2011-09-07,41.97085,-87.7951833333333,2011,9,36,2
264,2011-09-07,41.97038,-87.7951816666667,2011,9,36,2
265,2011-09-07,41.969785,-87.795195,2011,9,36,2
266,2011-09-07,41.9692116666667,-87.7952033333333,2011,9,36,2
267,2011-09-07,41.968615,-87.7952683333333,2011,9,36,2
268,2011-09-07,41.96858,-87.796065,2011,9,36,2
269,2011-09-07,41.9687616666667,-87.79645,2011,9,36,2
270,2011-09-07,41.9692783333333,-87.7964433333333,2011,9,36,2
271,2011-09-07,41.9697783333333,-87.7964433333333,2011,9,36,2
272,2011-09-07,41.9701866666667,-87.7964466666667,2011,9,36,2
273,2011-09-07,41.97072,-87.7964533333333,2011,9,36,2
274,2011-09-07,41.9713166666667,-87.79644,2011,9,36,2
275,2011-09-07,41.9717916666667,-87.796445,2011,9,36,2
276,2011-09-07,41.9719683333333,-87.7972466666667,2011,9,36,2
277,2011-09-07,41.97201,-87.7975966666667,2011,9,36,2
278,2011-09-07,41.9725,-87.7976083333333,2011,9,36,2
279,2011-09-07,41.9729583333333,-87.7976083333333,2011,9,36,2
280,2011-09-07,41.9734966666667,-87.7976133333333,2011,9,36,2
281,2011-09-07,41.974035,-87.7976083333333,2011,9,36,2
282,2011-09-07,41.9746583333333,-87.7976116666667,2011,9,36,2
283,2011-09-07,41.9751983333333,-87.7976033333333,2011,9,36,2
284,2011-09-07,41.9756483333333,-87.7976016666667,2011,9,36,2
285,2011-09-07,41.9762383333333,-87.79759,2011,9,36,2
286,2011-09-07,41.9768466666667,-87.7975983333333,2011,9,36,2
287,2011-09-07,41.97818,-87.79757,2011,9,36,2
288,2011-09-07,41.9786633333333,-87.79759,2011,9,36,2
289,2011-09-07,41.9791116666667,-87.7976966666667,2011,9,36,2
290,2011-09-07,41.97972,-87.7976816666667,2011,9,36,2
291,2011-09-07,41.9802933333333,-87.7976916666667,2011,9,36,2
292,2011-09-07,41.9808883333333,-87.7976816666667,2011,9,36,2
293,2011-09-07,41.9812233333333,-87.79768,2011,9,36,2
294,2011-09-07,41.9816033333333,-87.7984666666667,2011,9,36,2
295,2011-09-07,41.98154,-87.7988383333333,2011,9,36,2
296,2011-09-07,41.9810966666667,-87.7988516666667,2011,9,36,2
297,2011-09-07,41.980555,-87.79885,2011,9,36,2
298,2011-09-07,41.980025,-87.7988516666667,2011,9,36,2
299,2011-09-07,41.9795133333333,-87.7988666666667,2011,9,36,2
300,2011-09-07,41.97917,-87.7987716666667,2011,9,36,2
301,2011-09-07,41.9786583333333,-87.7987633333333,2011,9,36,2
302,2011-09-07,41.9781466666667,-87.7987733333333,2011,9,36,2
303,2011-09-07,41.97762,-87.798775,2011,9,36,2
304,2011-09-07,41.97714,-87.7987766666667,2011,9,36,2
305,2011-09-07,41.97651,-87.798775,2011,9,36,2
306,2011-09-07,41.9759166666667,-87.7987733333333,2011,9,36,2
307,2011-09-07,41.9753716666667,-87.798775,2011,9,36,2
308,2011-09-07,41.9748416666667,-87.79879,2011,9,36,2
309,2011-09-07,41.974265,-87.798805,2011,9,36,2
310,2011-09-07,41.97377,-87.7987966666667,2011,9,36,2
311,2011-09-07,41.973175,-87.798805,2011,9,36,2
312,2011-09-07,41.9729533333333,-87.7989666666667,2011,9,36,2
313,2011-09-07,41.9726216666667,-87.7990483333333,2011,9,36,2
314,2011-09-07,41.97211,-87.798975,2011,9,36,2
315,2011-09-07,41.9716383333333,-87.7988133333333,2011,9,36,2
316,2011-09-07,41.97103,-87.7988383333333,2011,9,36,2
317,2011-09-07,41.9704783333333,-87.7988366666667,2011,9,36,2
318,2011-09-07,41.9699983333333,-87.7988216666667,2011,9,36,2
319,2011-09-07,41.9694416666667,-87.7988483333333,2011,9,36,2
320,2011-09-07,41.968855,-87.7988666666667,2011,9,36,2
321,2011-09-07,41.9685383333333,-87.799545,2011,9,36,2
322,2011-09-07,41.9686366666667,-87.8000966666667,2011,9,36,2
323,2011-09-07,41.969055,-87.8000716666667,2011,9,36,2
324,2011-09-07,41.9695283333333,-87.8000716666667,2011,9,36,2
325,2011-09-07,41.96998,-87.80006,2011,9,36,2
326,2011-09-07,41.97032,-87.80004,2011,9,36,2
327,2011-09-07,41.97085,-87.800045,2011,9,36,2
328,2011-09-07,41.9713783333333,-87.8000383333333,2011,9,36,2
329,2011-09-07,41.97191,-87.8000333333333,2011,9,36,2
330,2011-09-07,41.9725116666667,-87.80003,2011,9,36,2
331,2011-09-07,41.9731116666667,-87.8000183333333,2011,9,36,2
332,2011-09-07,41.97357,-87.8000016666667,2011,9,36,2
333,2011-09-07,41.97402,-87.7999983333333,2011,9,36,2
334,2011-09-07,41.97469,-87.7999966666667,2011,9,36,2
335,2011-09-07,41.9752616666667,-87.7999766666667,2011,9,36,2
336,2011-09-07,41.9754666666667,-87.8001433333333,2011,9,36,2
337,2011-09-07,41.9754733333333,-87.8008916666667,2011,9,36,2
338,2011-09-07,41.9752533333333,-87.8011816666667,2011,9,36,2
339,2011-09-07,41.974815,-87.801195,2011,9,36,2
340,2011-09-07,41.9743283333333,-87.8011883333333,2011,9,36,2
341,2011-09-07,41.9739533333333,-87.8012083333333,2011,9,36,2
342,2011-09-07,41.97354,-87.801205,2011,9,36,2
343,2011-09-07,41.9729816666667,-87.801215,2011,9,36,2
344,2011-09-07,41.9724516666667,-87.8012233333333,2011,9,36,2
345,2011-09-07,41.9719716666667,-87.80124,2011,9,36,2
346,2011-09-07,41.97139,-87.8012416666667,2011,9,36,2
347,2011-09-07,41.970755,-87.8012583333333,2011,9,36,2
348,2011-09-07,41.9701416666667,-87.8012716666667,2011,9,36,2
349,2011-09-07,41.9696516666667,-87.80127,2011,9,36,2
350,2011-09-07,41.9691183333333,-87.801305,2011,9,36,2
351,2011-09-07,41.9686033333333,-87.8013316666667,2011,9,36,2
352,2011-09-07,41.9684416666667,-87.8017133333333,2011,9,36,2
353,2011-09-07,41.968435,-87.8024466666667,2011,9,36,2
354,2011-09-07,41.968825,-87.8025233333333,2011,9,36,2
355,2011-09-07,41.969365,-87.8024966666667,2011,9,36,2
356,2011-09-07,41.9698566666667,-87.80248,2011,9,36,2
357,2011-09-07,41.9706733333333,-87.80246,2011,9,36,2
358,2011-09-07,41.9711716666667,-87.8024466666667,2011,9,36,2
359,2011-09-07,41.9716783333333,-87.80246,2011,9,36,2
360,2011-09-07,41.972155,-87.802465,2011,9,36,2
361,2011-09-07,41.9726866666667,-87.8024566666667,2011,9,36,2
362,2011-09-07,41.973255,-87.8024533333333,2011,9,36,2
363,2011-09-07,41.9737933333333,-87.8024416666667,2011,9,36,2
364,2011-09-07,41.9743316666667,-87.8024283333333,2011,9,36,2
365,2011-09-07,41.9747883333333,-87.8024383333333,2011,9,36,2
366,2011-09-07,41.9752216666667,-87.8024316666667,2011,9,36,2
367,2011-09-07,41.97542,-87.8024333333333,2011,9,36,2
368,2011-09-07,41.9758983333333,-87.8024366666667,2011,9,36,2
369,2011-09-07,41.9763866666667,-87.80243,2011,9,36,2
370,2011-09-07,41.9769266666667,-87.80242,2011,9,36,2
371,2011-09-07,41.9774233333333,-87.8024216666667,2011,9,36,2
372,2011-09-07,41.97795,-87.8024066666667,2011,9,36,2
373,2011-09-07,41.9784516666667,-87.8023833333333,2011,9,36,2
374,2011-09-07,41.9790233333333,-87.8023683333333,2011,9,36,2
375,2011-09-07,41.979645,-87.8023683333333,2011,9,36,2
376,2011-09-07,41.9809916666667,-87.8023516666667,2011,9,36,2
377,2011-09-07,41.9814833333333,-87.802335,2011,9,36,2
378,2011-09-07,41.9817266666667,-87.802965,2011,9,36,2
379,2011-09-07,41.9817133333333,-87.8034483333333,2011,9,36,2
380,2011-09-07,41.9813316666667,-87.803485,2011,9,36,2
381,2011-09-07,41.9809033333333,-87.80352,2011,9,36,2
382,2011-09-07,41.9804383333333,-87.8035183333333,2011,9,36,2
383,2011-09-07,41.9801333333333,-87.8035316666667,2011,9,36,2
384,2011-09-07,41.97966,-87.8035583333333,2011,9,36,2
385,2011-09-07,41.9792516666667,-87.8035616666667,2011,9,36,2
386,2011-09-07,41.9787916666667,-87.8035533333333,2011,9,36,2
387,2011-09-07,41.9782633333333,-87.803565,2011,9,36,2
388,2011-09-07,41.9778983333333,-87.8036283333333,2011,9,36,2
389,2011-09-07,41.9778733333333,-87.8042833333333,2011,9,36,2
390,2011-09-07,41.9785216666667,-87.8046733333333,2011,9,36,2
391,2011-09-07,41.9790966666667,-87.8046583333333,2011,9,36,2
392,2011-09-07,41.97973,-87.80466,2011,9,36,2
393,2011-09-07,41.9803266666667,-87.804655,2011,9,36,2
394,2011-09-07,41.9806233333333,-87.8046483333333,2011,9,36,2
395,2011-09-07,41.9812383333333,-87.804645,2011,9,36,2
396,2011-09-07,41.9790816666667,-87.80386,2011,9,36,2
397,2011-09-07,41.9791283333333,-87.8045716666667,2011,9,36,2
398,2011-09-07,41.9786883333333,-87.8047066666667,2011,9,36,2
399,2011-09-07,41.9781383333333,-87.8047183333333,2011,9,36,2
400,2011-09-07,41.9776533333333,-87.8047316666667,2011,9,36,2
401,2011-09-07,41.9772066666667,-87.804725,2011,9,36,2
402,2011-09-07,41.9767683333333,-87.80473,2011,9,36,2
403,2011-09-07,41.97619,-87.8047516666667,2011,9,36,2
404,2011-09-07,41.9751366666667,-87.8047616666667,2011,9,36,2
405,2011-09-07,41.9747533333333,-87.8047666666667,2011,9,36,2
406,2011-09-07,41.9742983333333,-87.8047783333333,2011,9,36,2
407,2011-09-07,41.9739433333333,-87.8047716666667,2011,9,36,2
408,2011-09-07,41.97382,-87.80434,2011,9,36,2
409,2011-09-07,41.97382,-87.8039433333333,2011,9,36,2
410,2011-09-07,41.9737933333333,-87.8036733333333,2011,9,36,2
411,2011-09-07,41.9738083333333,-87.8029783333333,2011,9,36,2
412,2011-09-07,41.97381,-87.8023833333333,2011,9,36,2
413,2011-09-07,41.9738216666667,-87.801585,2011,9,36,2
414,2011-09-07,41.9738316666667,-87.80075,2011,9,36,2
415,2011-09-07,41.973835,-87.7999216666667,2011,9,36,2
416,2011-09-07,41.9738466666667,-87.799155,2011,9,36,2
417,2011-09-07,41.9738516666667,-87.7967833333333,2011,9,36,2
418,2011-09-07,41.9738683333333,-87.795155,2011,9,36,2
419,2011-09-07,41.9738883333333,-87.7944066666667,2011,9,36,2
420,2011-09-07,41.9738966666667,-87.79347,2011,9,36,2
421,2011-09-07,41.9738933333333,-87.792565,2011,9,36,2
